product_id,name,barcode
77,RAL CR Nu 632 Greige Amoureux,3.60052E+12
77,RAL CR Matte Nu 131 Mistinguette,3.60052E+12
77,RAL CR Matte Nu 144 Ouhlala,3.60052E+12
77,RAL CR Matte Nu 640 Erotique,3.60052E+12
77,RAL CR Matte Nu 330 Cocorico,3.60052E+12
77,RAL CR Matte Nu 227 Hype,3.60052E+12
78,RAL CR CExclu Pink Nu CP27 Eva Pink,3.60052E+12
78,RAL CR CExclu Pink Nu CP29 JLo Pink,3.60052E+12
78,RAL CR CExclu Pink Nu CP22 Julianne,3.60052E+12
78,RAL CR CExclu Pink Nu CP24 Blake Pi,3.60052E+12
78,RAL CR CExclu Pink Nu CP26 Natasha,3.60052E+12
79,RAL CR CExclPureRedNu CP15 Blake Pu,3.60052E+12
79,RAL CR CExclPureRedNu CP19 Freida P,3.60052E+12
79,RAL CR CExclPureRedNu CP11 JLo Pure,3.60052E+12
79,RAL CR CExclPureRedNu CP9 Eva Pure,3.60052E+12
79,RAL CR CExclPureRedNu CP13 Liya Pur,3.60052E+12
80,CR LipLiner Cout Nu 256 Blush Fever,3.60052E+12
80,CR LipLiner Cout Nu 258 Berry Blush,3.60052E+12
80,CR LipLiner Cout Nu 285 Pink Fever,3.60052E+12
80,CR LipLiner Cout Nu 302 Bois de Ros,3.60052E+12
80,CR LipLiner Cout Nu 374 Intense Plu,3.60052E+12
80,CR LipLiner Cout Nu 377 Perfect Red,3.60052E+12
81,RAL CR Extraord Nu 101 Pink,3.60052E+12
81,RAL CR Extraord Nu 102 Pink,3.60052E+12
81,RAL CR Extraord Nu 201 Coral,3.60052E+12
81,RAL CR Extraord Nu 301 Rouge,3.60052E+12
81,RAL CR Extraord Nu 304 Rouge,3.60052E+12
81,RAL CR Extraord Nu 500 Plum,3.60052E+12
81,RAL CR Extraord Nu 100 Pink,3.60052E+12
81,RAL CR Extraord Nu 601 Beige,3.60052E+12
82,InfaillibleX3Nu 109 Blossoming Berr,3.60052E+12
82,InfaillibleX3Nu 111 Permanent Blush,3.60052E+12
82,InfaillibleX3Nu 212 Raisin Revival,3.60052E+12
82,InfaillibleX3Nu 213 Toujours Teaber,3.60052E+12
82,InfaillibleX3Nu 506 Red Infaillible,3.60052E+12
82,InfaillibleX3Nu 510 Continual Crims,3.60052E+12
